crn,dept,course_id,instructor,title,modality,credits,capacity,days,start_time,end_time,location
80130,ACIS,ACIS 2116,EA Martin,Principles of Accounting,F2F,3,59,M W F,9:05AM,9:55AM,SURGE 108B
80131,ACIS,ACIS 2116,SL Ferris,Principles of Accounting,F2F,3,59,M W F,12:20PM,1:10PM,DDS 170
80132,ACIS,ACIS 2116,EA Martin,Principles of Accounting,F2F,3,59,M W F,11:15AM,12:05PM,DDS 170
80133,ACIS,ACIS 2116,SL Ferris,Principles of Accounting,F2F,3,59,M W F,1:25PM,2:15PM,DDS 170
80135,ACIS,ACIS 2116,EA Martin,Principles of Accounting,F2F,3,59,M W F,9:05AM,9:55AM,DDS 180
80136,ACIS,ACIS 2116,JL Shortt,Principles of Accounting,F2F,3,59,M W,2:30PM,3:45PM,DER 3081
80137,ACIS,ACIS 2116,EA Martin,Principles of Accounting,F2F,3,59,T R,3:30PM,4:45PM,DDS 180
80138,ACIS,ACIS 2116,EA Martin,Principles of Accounting,F2F,3,59,T R,5:00PM,6:15PM,DDS 180
80139,ACIS,ACIS 2504,G Kogan,Intro to Accounting Analytics,F2F,3,56,T R,12:30PM,1:45PM,DDS 150
80140,ACIS,ACIS 2504,G Kogan,Intro to Accounting Analytics,F2F,3,56,T R,2:00PM,3:15PM,PAM 30
90637,ACIS,ACIS 2504,SL Ferris,Intro to Accounting Analytics,F2F,3,56,M W F,9:05AM,9:55AM,DDS 230
90638,ACIS,ACIS 2504,SL Ferris,Intro to Accounting Analytics,F2F,3,56,M W F,10:10AM,11:00AM,DDS 155
80141,ACIS,ACIS 3115,MJ Erickson,Intermediate Financial Acct.,F2F,3,34,M W F,9:05AM,9:55AM,PAM 2003
80142,ACIS,ACIS 3115,MJ Erickson,Intermediate Financial Acct.,F2F,3,34,M W F,12:20PM,1:10PM,DER 3083
80143,ACIS,ACIS 3115,MJ Erickson,Intermediate Financial Acct.,F2F,3,34,M W F,1:25PM,2:15PM,DDS 180
80144,ACIS,ACIS 3116,RJ Gatzke,Intermediate Financial Acct.,F2F,3,35,T R,3:30PM,4:45PM,ROB 103
80145,ACIS,ACIS 3116,RJ Gatzke,Intermediate Financial Acct.,F2F,3,35,T R,12:30PM,1:45PM,HUTCH 310
80147,ACIS,ACIS 3314,J Huang,Tax Impact on Decisions,F2F,3,25,M W F,12:20PM,1:10PM,PAM 2028
80148,ACIS,ACIS 3314,J Huang,Tax Impact on Decisions,F2F,3,25,M W F,9:05AM,9:55AM,PAM 3001
80149,ACIS,ACIS 3314,J Huang,Tax Impact on Decisions,F2F,3,25,M W F,1:25PM,2:15PM,ROB 122
80150,ACIS,ACIS 3504,LG Wallace,Acct Sys and Controls,F2F,3,14,T R,2:00PM,3:15PM,DER 1014
80151,ACIS,ACIS 3504,LG Wallace,Acct Sys and Controls,F2F,3,14,T R,3:30PM,4:45PM,DER 1014
80152,ACIS,ACIS 3504,LG Wallace,Acct Sys and Controls,F2F,3,14,T R,11:00AM,12:15PM,NCB 110A
80153,ACIS,ACIS 3554,PM Romero-Masters,"Networks, Telecom, & Security",F2F,3,64,T R,11:00AM,12:15PM,DDS 170
80154,ACIS,ACIS 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,63,T R,12:30PM,1:45PM,ONLINE
80155,ACIS,ACIS 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,60,T R,8:00AM,9:15AM,ONLINE
80156,ACIS,ACIS 3554,W Shen,"Networks, Telecom, & Security",OnlineSync,3,20,T R,12:30PM,1:45PM,ONLINE
80157,ACIS,ACIS 4114,DP Garner,Advanced Financial Accounting,Hybrid,3,27,M W,9:05AM,9:55AM,PAM 2028
80158,ACIS,ACIS 4114,DP Garner,Advanced Financial Accounting,Hybrid,3,27,M W,10:10AM,11:00AM,PAM 3001
80159,ACIS,ACIS 4124,DP Garner,Gov. & Nonprofit Accounting,F2F,3,6,M W,4:00PM,5:15PM,PAM 2028
80160,ACIS,ACIS 4124,DP Garner,Gov. & Nonprofit Accounting,F2F,3,3,M W,2:30PM,3:45PM,PAM 2028
80161,ACIS,ACIS 4194,LL Lisic,Analysis of Fin Statements,F2F,3,50,T R,11:00AM,12:15PM,NCB 270
80162,ACIS,ACIS 4194,LL Lisic,Analysis of Fin Statements,F2F,3,50,T R,9:30AM,10:45AM,NCB 270
90640,ACIS,ACIS 4194,LL Lisic,Analysis of Fin Statements,F2F,3,50,T R,8:00AM,9:15AM,NCB 270
80163,ACIS,ACIS 4214,EA Martin,Cost Planning and Control,F2F,3,21,T R,9:30AM,10:45AM,DER 1076
80164,ACIS,ACIS 4214,EA Martin,Cost Planning and Control,F2F,3,21,T R,8:00AM,9:15AM,ROB 122
80166,ACIS,ACIS 4344,DR Compton,Tax for Financial Planners,F2F,3,40,T R,8:00AM,9:15AM,PAM 3001
80167,ACIS,ACIS 4414,SM Hillison,Financial Statement Auditing,F2F,3,30,T R,3:30PM,4:45PM,NCB 130B
80168,ACIS,ACIS 4414,SM Hillison,Financial Statement Auditing,F2F,3,30,T R,2:00PM,3:15PM,NCB 130B
90641,ACIS,ACIS 4414,SM Hillison,Financial Statement Auditing,F2F,3,36,T R,11:00AM,12:15PM,DER 1014
80169,ACIS,ACIS 4444,NA Rogers,Forensic Accounting,F2F,3,12,M W,2:30PM,3:45PM,PAM 2003
80170,ACIS,ACIS 4444,NA Rogers,Forensic Accounting,F2F,3,12,M W,4:00PM,5:15PM,PAM 2003
80171,ACIS,ACIS 4654,JL Shortt,Accounting Analytics,F2F,3,16,T R,9:30AM,10:45AM,DDS 180
80172,ACIS,ACIS 4654,JL Shortt,Accounting Analytics,F2F,3,16,T R,12:30PM,1:45PM,TORG 1010
80175,ACIS,ACIS 5104,RS Hamilton,Fundamentals of Accounting,F2F,3,55,M W,4:00PM,5:15PM,AA 7
80178,ACIS,ACIS 5114G,DP Garner,Advanced Financial Accounting,Hybrid,3,10,M W,9:05AM,9:55AM,PAM 2028
80179,ACIS,ACIS 5114G,DP Garner,Advanced Financial Accounting,Hybrid,3,10,M W,10:10AM,11:00AM,PAM 3001
80180,ACIS,ACIS 5124,DP Garner,Govt & Nfp Acctg,F2F,3,2,M W,2:30PM,3:45PM,PAM 2028
80181,ACIS,ACIS 5124,DP Garner,Govt & Nfp Acctg,F2F,3,2,M W,4:00PM,5:15PM,PAM 2028
80182,ACIS,ACIS 5144,DA Salbador,Financial Statements for Mgrs,OnlineSync,2,40,F S,----- (ARR) -----,ONLINE,00X
80184,ACIS,ACIS 5194,AA Acito,Financial Statement Analysis,F2F,3,15,T R,5:00PM,6:15PM,NCB 110B
80185,ACIS,ACIS 5194,AA Acito,Financial Statement Analysis,F2F,3,15,T R,3:30PM,4:45PM,NCB 110B
80186,ACIS,ACIS 5194,AA Acito,Financial Statement Analysis,F2F,3,15,T R,9:30AM,10:45AM,NCB 110A
90644,ACIS,ACIS 5314,FF Galer,Tax Concepts and Research,F2F,3,30,T R,9:30AM,10:45AM,PAM 2001
80187,ACIS,ACIS 5324,DR Compton,Taxation of Business Entities,F2F,3,40,T R,12:30PM,1:45PM,HUTCH 209
80188,ACIS,ACIS 5414,SE Stein,Adv. Financial Statement Audit,F2F,3,16,T R,8:00AM,9:15AM,NCB 130B
80189,ACIS,ACIS 5414,SE Stein,Adv. Financial Statement Audit,F2F,3,16,T R,9:30AM,10:45AM,NCB 130B
80190,ACIS,ACIS 5444,NA Rogers,Forensic & Investigative Acctg,F2F,3,8,M W,2:30PM,3:45PM,PAM 2003
80191,ACIS,ACIS 5444,NA Rogers,Forensic & Investigative Acctg,F2F,3,8,M W,4:00PM,5:15PM,PAM 2003
80192,ACIS,ACIS 5504,SD Sheetz,Sys/Database Concepts,OnlineAsync,3,150,(ARR),(ARR),(ARR),00X
80193,ACIS,ACIS 5524,SD Sheetz,Adv Database Mgt Sys,OnlineAsync,3,50,(ARR),(ARR),(ARR),00X
80194,ACIS,ACIS 5604,S Bhattacharjee,Accounting Fundamentals,OnlineSync,2,40,F S,----- (ARR) -----,ONLINE,00X
80195,ACIS,ACIS 5654G,JL Shortt,Advanced Accounting Analytics,F2F,3,3,T R,12:30PM,1:45PM,TORG 1010
80196,ACIS,ACIS 5654G,JL Shortt,Advanced Accounting Analytics,F2F,3,3,T R,9:30AM,10:45AM,DDS 180
80204,ACIS,ACIS 6004,SE Stein,ACIS Research Methods,F2F,3,10,M,3:00PM,5:45PM,TBA
80205,ACIS,ACIS 6044,JA Pittman,Archival Audit Research,F2F,3,10,T R,3:30PM,4:45PM,GYM 347
90764,ADV,ADV 2034,JM Woolly,Visual Comm Strategies,F2F,3,20,M W,4:00PM,5:15PM,MAC 157
90767,ADV,ADV 2034,CC Spiller,Visual Comm Strategies,F2F,3,20,M W,2:30PM,3:45PM,SHANK 160
80209,ADV,ADV 2134,A Holz,Intro to Health Communication,F2F,3,60,T R,11:00AM,12:15PM,TBA
80210,ADV,ADV 2134,A Holz,Intro to Health Communication,F2F,3,50,T R,12:30PM,1:45PM,TORG 1040
80211,ADV,ADV 3004,JR Combs,Ad Writing and Storytelling,F2F,3,20,T R,5:00PM,6:15PM,MCB 212
80212,ADV,ADV 3014,BS Timofeev,Ad Planning & Media Buying,F2F,3,20,M W,5:30PM,6:45PM,MCB 212
80213,ADV,ADV 3024,JR Combs,Ad Ethics & Soc Responsibility,F2F,3,49,M W,4:00PM,5:15PM,MCB 126
80214,AFST,AFST 1714,A Jones,Intro African American Studies,F2F,3,30,T R,12:30PM,1:45PM,DER 1084
80215,AFST,AFST 1714,A Jones,Intro African American Studies,F2F,3,30,T R,9:30AM,10:45AM,MCB 322
80216,AFST,AFST 1714,K Spivey,Intro African American Studies,F2F,3,0,T R,2:00PM,3:15PM,MCB 129
90991,AFST,AFST 1714,A Jones,Intro African American Studies,F2F,3,30,T R,3:30PM,4:45PM,MCB 226
91788,AFST,AFST 1714,P Seniors,Intro African American Studies,OnlineAsync,3,50,(ARR),(ARR),(ARR),00X
80222,AFST,AFST 1814,PS Polanah,Intro to African Studies,F2F,3,50,M W F,11:15AM,12:05PM,TORG 1020
80224,AFST,AFST 1814,O Agozino,Intro to African Studies,F2F,3,30,T R,9:30AM,10:45AM,MCB 328
80223,AFST,AFST 1814,ED Mthethwa,Intro to African Studies,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
90859,AFST,AFST 2144,Staff,African Religions,F2F,3,40,T R,11:00AM,12:15PM,HUTCH 204
90903,AFST,AFST 2204,Staff,Race & Gender in Rel & Cult,F2F,3,40,M W F,12:20PM,1:10PM,NCB 130B
80226,AFST,AFST 2264,KK Dhillon-Jamerson,Race Class Gender Sexualities,F2F,3,40,M W F,12:20PM,1:10PM,MCB 238
80227,AFST,AFST 2276,D Halpin,African-American History,F2F,3,40,M W F,11:15AM,12:05PM,HOLD 244
80228,AFST,AFST 2354,O Agozino,The Civil Rights Movement,F2F,3,40,M W F,10:10AM,11:00AM,MCB 232
80229,AFST,AFST 2774,AK Harrison,Black Aesthetics,F2F,3,50,T R,11:00AM,12:15PM,TBA
80231,AFST,AFST 4354,PS Polanah,Topics in Africana Studies,F2F,3,20,M W,2:30PM,3:45PM,MCB 212
80233,AFST,AFST 4354,BS Faulkner,Topics in Africana Studies,F2F,3,20,M W F,1:25PM,2:15PM,MCB 232
80239,AHRM,AHRM 1014,RK Walsh,Design and Art for Consumers,F2F,3,35,T R,9:30AM,10:45AM,LITRV 1860
80240,AHRM,AHRM 1014,RK Walsh,Design and Art for Consumers,OnlineAsync,3,90,(ARR),(ARR),(ARR),00X
80241,AHRM,AHRM 1104,CA Hancock,Intro AHRM Student Resources,F2F,1,10,W,1:25PM,2:15PM,GOODW 115
80244,AHRM,AHRM 2404,PJ Fisher,Consumer Rights,OnlineAsync,3,130,(ARR),(ARR),(ARR),00X
80245,AHRM,AHRM 3464,T Edmondson,Appalachian Communities,Hybrid,3,30,T R,11:00AM,12:15PM,MCB 226
80248,AINS,AINS 1104,NM Copeland,Intro American Indian Studies,F2F,3,40,T R,11:00AM,12:15PM,PAM 2028
91096,AINS,AINS 1104,SR Cook,Intro American Indian Studies,OnlineAsync,3,60,(ARR),(ARR),(ARR),00X
80249,AINS,AINS 2414,WA Taylor,Identity & Inclusion in Agric,F2F,3,40,T R,9:30AM,10:45AM,LITRV 232
80250,AINS,AINS 2414,DM Westfall-Rudd,Identity & Inclusion in Agric,F2F,3,40,M W F,9:05AM,9:55AM,OSHA 0146
80252,AINS,AINS 4004,TM Linscott,American Indian Studies Topics,F2F,3,15,F,2:30PM,5:30PM,WAL 340
91056,AINS,AINS 4004,KR Precoda,TS:Indigen People Hist of Film,F2F,3,10,T,11:00AM,1:30PM,MCB 202
80256,AIS,AIS 2404,C Perez-Torres,Intro to Biomedical Research,F2F,1,0,M,10:10AM,11:00AM,TBA
80262,ALCE,ALCE 2414,DM Westfall-Rudd,Identity & Inclusion in Agric,F2F,3,40,M W F,9:05AM,9:55AM,OSHA 0146
80263,ALCE,ALCE 2414,WA Taylor,Identity & Inclusion in Agric,F2F,3,40,T R,9:30AM,10:45AM,LITRV 232
80264,ALCE,ALCE 2484,SC Mariger,Engine & Power Train Tech,F2F,3,24,T R,8:00AM,8:50AM,SMYTH 331
80265,ALCE,ALCE 2484,SC Mariger,Engine & Power Train Tech,F2F,3,24,T R,8:00AM,8:50AM,SMYTH 331
80268,ALCE,ALCE 3014,EK Kaufman,Leadership Effectiveness in Ag,F2F,3,30,T R,8:00AM,9:15AM,LITRV 200
80269,ALCE,ALCE 3084,SC Mariger,Agricultural Metal Fabrication,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
80270,ALCE,ALCE 3494,SC Mariger,Advanced Welding Technology,F2F,1,0,T,12:30PM,3:15PM,SEITZ 110
80271,ALCE,ALCE 3494,SC Mariger,Advanced Welding Technology,F2F,1,0,W,1:25PM,3:50PM,SEITZ 110
80272,ALCE,ALCE 3624,ML Greaud,Comm Ag & Life Sci in Writing,Hybrid,3,30,T,3:30PM,4:45PM,LITRV 200
80273,ALCE,ALCE 3624,ML Greaud,Comm Ag & Life Sci in Writing,Hybrid,3,30,T,2:00PM,3:15PM,LITRV 200
80274,ALCE,ALCE 3634,K McCain,Comm Ag & Life Sci in Speaking,F2F,3,36,T R,11:00AM,12:15PM,LITRV 200
91814,ALCE,ALCE 3634,K McCain,Comm Ag & Life Sci in Speaking,F2F,3,20,T R,12:30PM,1:45PM,LITRV 232
80275,ALCE,ALCE 3634,RJ Rateau,Comm Ag & Life Sci in Speaking,OnlineSync,3,15,T R,9:30AM,10:45AM,ONLINE
80278,ALCE,ALCE 4014,DM Westfall-Rudd,Intro to Cooperative Extension,F2F,3,18,M W F,2:30PM,3:20PM,LITRV 250
80280,ALCE,ALCE 4034,DB Milliken,Meth of Planning Ed Prog in Ag,F2F,3,15,M W F,12:20PM,1:10PM,LITRV 244
80281,ALCE,ALCE 4304,KL Niewolny,Community Edu & Development,F2F,3,25,R,2:00PM,4:45PM,LITRV 200
80283,ALCE,ALCE 4884,DB Milliken,Youth Program Management,OnlineAsync,3,45,(ARR),(ARR),(ARR),00X
91829,ALCE,ALCE 4984,JA Parrella,SS:Life Sci Comm & Pub Engmnt,F2F,3,20,T R,11:00AM,12:15PM,LITRV 232
80288,ALCE,ALCE 5044,DB Milliken,Program & Curr Design in ALCE,F2F,3,15,W,9:05AM,11:50AM,LITRV 244
91188,ALCE,ALCE 5074,RD Rudd,Foundations of ALCE,F2F,3,20,T,2:00PM,4:45PM,OSHA 0146
80289,ALCE,ALCE 5074,RD Rudd,Foundations of ALCE,OnlineAsync,3,25,(ARR),(ARR),(ARR),00X
80290,ALCE,ALCE 5114,LV Crowder,Serving Intnl Ag & Education,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
80291,ALCE,ALCE 5204,TA Drape,Eval Extension & Outreach Prog,F2F,3,15,T,9:30AM,12:15PM,LITRV 244
91559,ALCE,ALCE 5204,G Hur,Eval Extension & Outreach Prog,OnlineAsync,3,0,(ARR),(ARR),(ARR),00X
91301,ALCE,ALCE 5224,CR Friedel,Team Sci Coop Intrdsc Work,OnlineSync,3,30,W,1:25PM,2:15PM,ONLINE
80293,ALCE,ALCE 5564,SJ Manchester,International Ag and Diplomacy,OnlineAsync,3,8,(ARR),(ARR),(ARR),00X
90618,ALCE,ALCE 5704,HH Scherer,Sys Thinking Pedagogy Praxis,F2F,3,30,W,2:30PM,5:15PM,LITRV 232
91199,ALCE,ALCE 6234,KL Niewolny,Theory Practice Community Res,F2F,3,15,R,5:00PM,7:45PM,LITRV 244
80314,ALCE,ALCE 6415,T Rutherford,Intro to Grad Teach Scholar,F2F,2,10,T,9:45AM,10:45AM,LITRV 250
91240,ALCE,ALCE 6435,DM Westfall-Rudd,Engagement in Univ Teach,F2F,3,0,T,9:45AM,10:45AM,TBA
80318,ALS,ALS 1004,MW Sumner,"Ag, Arts and Society",OnlineAsync,1,300,(ARR),(ARR),(ARR),00X
80319,ALS,ALS 1024,MW Sumner,Digitized Agriculture,OnlineAsync,1,150,(ARR),(ARR),(ARR),00X
80320,ALS,ALS 1034,MW Sumner,The Aesthetics of Food,OnlineAsync,1,300,(ARR),(ARR),(ARR),00X
80321,ALS,ALS 1234,SS Sumner,CALS First Year Seminar,F2F,1,40,T,12:30PM,1:45PM,LITRV 200
80322,ALS,ALS 1234,CL Beatty,CALS First Year Seminar,F2F,1,40,F,12:20PM,1:10PM,LITRV 200
80323,ALS,ALS 1234,H Bruce,CALS First Year Seminar,F2F,1,40,T,9:30AM,10:45AM,LITRV 200
80324,ALS,ALS 1234,NR Adams,CALS First Year Seminar,F2F,1,36,R,12:30PM,1:45PM,LITRV 200
80325,ALS,ALS 1234,CL Beatty,CALS First Year Seminar,F2F,1,20,F,1:25PM,2:15PM,LITRV 200
80326,ALS,ALS 1234,NR Adams,CALS First Year Seminar,F2F,1,36,R,9:30AM,10:45AM,LITRV 200
80327,ALS,ALS 2204,KL Niewolny,Intro Civic Agriculture,F2F,3,40,F,10:10AM,12:55PM,LITRV 280
80328,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80329,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80330,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80331,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80332,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80333,ALS,ALS 2304,ET Helm,Animal Physiology and Anatomy,F2F,4,20,T R,9:30AM,10:45AM,NCB 320
80334,ALS,ALS 2504,L Bergamasco,Animals in Society,F2F,3,60,M W F,8:00AM,8:50AM,FST 27
80338,ALS,ALS 3104,R Cockrum,Animal Breeding and Genetics,F2F,3,110,M W F,9:05AM,9:55AM,LITRV 1870
80339,ALS,ALS 3204,DE Eversole,Animal Nutrition and Feeding,F2F,3,115,T R,8:00AM,9:15AM,ENGEL 223
80340,ALS,ALS 3304,M Rhoads,Physiology of Reproduction,F2F,3,200,T R,11:00AM,12:15PM,GLCDB 64
80341,ALS,ALS 3404,Staff,Ecological Agriculture,F2F,3,26,M W,1:25PM,2:15PM,SAUND 408
80343,ALS,ALS 4214,PE Ziegler,Capstone: Civic Ag Food Sys,F2F,3,8,M W F,10:10AM,11:00AM,LITRV 200
80376,ALS,ALS 5024,C Thorpe,Building Multicult Comp in ALS,OnlineAsync,1,80,(ARR),(ARR),(ARR),00X
80377,ALS,ALS 5104,GR Snyder,Comm Research & Leading in ALS,OnlineAsync,2,50,(ARR),(ARR),(ARR),00X
80378,ALS,ALS 5134,K McCain,Comm Based App Qual Inquiry,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
80379,ALS,ALS 5204,R Schuerch,Resr & Info Sys Life Sciences,F2F,3,14,W,11:15AM,12:05PM,PRICE 221
80380,ALS,ALS 5224,S Li,Intro to Genomic Data Science,F2F,3,26,T R,12:30PM,1:45PM,SMYTH 246A
80381,ALS,ALS 5234,KE Carper,Adv Concepts Comm Food Systems,OnlineAsync,3,32,(ARR),(ARR),(ARR),00X
91679,ALS,ALS 5304,Staff,Adv Phy Dom Animals,F2F,5,20,M W F,10:00AM,11:50AM,ETGENC 108
80382,ALS,ALS 5324,HM Sunderman,Research Ethics Ag & Life Sci,F2F,1,80,M,5:30PM,6:20PM,SURGE 104B
80389,AOE,AOE 2024,RA Canfield,Thin-Walled Structures,F2F,3,100,M W F,9:05AM,9:55AM,HITT 338
80391,AOE,AOE 2054,KA Shinpaugh,Electronics for AOE,F2F,3,120,M W,4:00PM,4:50PM,TORG 3100
80404,AOE,AOE 2054,KA Shinpaugh,Electronics for AOE,F2F,3,120,M W,1:25PM,2:15PM,TORG 3100
80405,AOE,AOE 2074,E Atkins,Computational Methods,F2F,2,280,T R,12:30PM,1:45PM,TORG 2150
80406,AOE,AOE 2104,Staff,Intro Aerospace Engr & Perform,F2F,3,300,T R,8:00AM,9:15AM,TORG 2150
80407,AOE,AOE 2204,O Coutier-Delgosha,Intro to Ocean Engineering,F2F,3,70,M W F,12:20PM,1:10PM,NCB 270
80435,AOE,AOE 3014,L Massa,Fluid Dynamics for AOE,F2F,3,90,M W F,1:25PM,2:15PM,NCB 160
90497,AOE,AOE 3014,J Jaworski,Fluid Dynamics for AOE,F2F,3,90,M W F,1:25PM,2:15PM,NCB 320
80436,AOE,AOE 3034,M Joerger,System Dynamics and Control,F2F,3,90,T R,3:30PM,4:45PM,NCB 320
80437,AOE,AOE 3034,M Joerger,System Dynamics and Control,F2F,3,90,T R,12:30PM,1:45PM,SMYTH 146
80440,AOE,AOE 3054,A Borgoltz,Experimental Methods,F2F,3,16,M W,12:20PM,1:10PM,MCB 219
80441,AOE,AOE 3114,Staff,Aerodynamics & Compressibility,F2F,3,45,M W,4:00PM,5:15PM,MCB 307
80442,AOE,AOE 3124,RK Kapania,Aerospace Structures,F2F,3,85,M W F,9:05AM,9:55AM,PAM 30
80443,AOE,AOE 3124,Y Fu,Aerospace Structures,F2F,3,85,M W F,9:05AM,9:55AM,TORG 3100
80444,AOE,AOE 3154,Staff,Astromechanics,F2F,3,85,M W F,11:15AM,12:05PM,PAM 30
80445,AOE,AOE 3154,RM Fitzgerald,Astromechanics,F2F,3,85,M W F,10:10AM,11:00AM,PAM 30
80446,AOE,AOE 3214,CM Gilbert,Ocean Wave Mechanics,F2F,3,50,M W F,10:10AM,11:00AM,TORG 1040
80447,AOE,AOE 3224,KG Wang,Ocean Structures,F2F,3,50,T R,2:00PM,3:15PM,FRALN 002
80448,AOE,AOE 3354,HP Artis,Avionics Systems,F2F,3,80,T R,8:00AM,9:15AM,MCB 129
80449,AOE,AOE 3564,W Grossmann,Principles of Proj Dsgn & Mgmt,Hybrid,3,40,M W,2:30PM,3:45PM,USLB 312
80450,AOE,AOE 4004,MH Farhood,State-Space Control,F2F,3,40,T R,12:30PM,1:45PM,USLB 312
80451,AOE,AOE 4024,JS Wayne,Intro Finite Elements,F2F,3,75,M W F,9:05AM,9:55AM,WLH 350
80452,AOE,AOE 4065,Staff,Air Vehicle Design,F2F,3,90,T R,3:30PM,4:45PM,MCB 129
80453,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,R,5:00PM,7:50PM,GOODW 140
80454,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,M,5:35PM,8:25PM,GOODW 140
80455,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,F,2:30PM,5:20PM,GOODW 140
80456,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,F,9:00AM,11:50AM,GOODW 140
80457,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,T,5:00PM,7:50PM,GOODW 140
80458,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,M,2:30PM,5:20PM,GOODW 140
80459,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,W,3:00PM,5:50PM,GOODW 140
80460,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,M,8:00AM,10:50AM,GOODW 140
80461,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,T,12:30PM,3:20PM,GOODW 140
80462,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,0,R,8:00AM,10:50AM,GOODW 140
80463,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,20,W,9:00AM,11:50AM,GOODW 140
80464,AOE,AOE 4105,O Coutier-Delgosha,Experiments for AE Design,F2F,1,0,T,8:00AM,10:50AM,GOODW 140
90499,AOE,AOE 4124,Staff,Configuration Aerodynamics,F2F,3,50,M W F,10:10AM,11:00AM,PAM 2003
80466,AOE,AOE 4165,KA Shinpaugh,Space Vehicle Design,F2F,3,150,T R,3:30PM,4:45PM,NCB 260
80469,AOE,AOE 4205,WN Alexander,Exper for Ocean Vehicle Design,F2F,1,8,R,12:30PM,3:20PM,GOODW 140
80470,AOE,AOE 4205,WN Alexander,Exper for Ocean Vehicle Design,F2F,1,8,M,11:15AM,2:05PM,GOODW 140
90615,AOE,AOE 4205,WN Alexander,Exper for Ocean Vehicle Design,F2F,1,8,W,12:00PM,2:50PM,GOODW 140
80471,AOE,AOE 4234,G Young,Aerospace Propulsion Systems,F2F,3,70,T R,8:00AM,9:15AM,SURGE 103A
80472,AOE,AOE 4264,AJ Brown,Principles Naval Engineering,F2F,3,35,T R,5:00PM,6:15PM,MCB 307
80473,AOE,AOE 4264,AJ Brown,Principles Naval Engineering,OnlineAsync,3,40,(ARR),(ARR),(ARR),00X
80474,AOE,AOE 4265,AJ Brown,Ocean Vehicle Design,F2F,3,35,T R,3:30PM,4:45PM,MCB 218
90500,AOE,AOE 4274,CM Gilbert,Int Ship Structural Analysis,F2F,3,15,M W,2:30PM,3:45PM,MCB 316
90501,AOE,AOE 4414,KK Schroeder,Comp Aided Space Msn Analysis,F2F,3,70,T R,11:00AM,12:15PM,DER 3083
80477,AOE,AOE 4434,CJ Roy,Intro Comp Fluid Dynamics,F2F,3,35,M W F,9:05AM,9:55AM,NCB 250
90502,AOE,AOE 4474,Staff,Propellers and Turbines,F2F,3,50,M W,4:00PM,5:15PM,TORG 1020
80479,AOE,AOE 4624,WN Alexander,Aero and Hydroacoustics,F2F,3,42,T R,9:30AM,10:45AM,PAM 1004
80480,AOE,AOE 4654,JB Baker,Space Weather,F2F,3,45,T R,9:30AM,10:45AM,MCB 113
80481,AOE,AOE 4814,KT Lowe,Special Topics in Propulsion,F2F,3,35,T R,12:30PM,1:45PM,MCB 134
80540,AOE,AOE 5024,RK Kapania,Vehicle Structures,F2F,3,75,M W,2:30PM,3:45PM,NCB 250
91143,AOE,AOE 5074,CM Gilbert,Adv Ship Structural Analysis,F2F,3,10,M W,2:30PM,3:45PM,MCB 316
91197,AOE,AOE 5074,CM Gilbert,Adv Ship Structural Analysis,OnlineAsync,3,30,(ARR),(ARR),(ARR),00X
80544,AOE,AOE 5104,WJ Devenport,Adv Aero Hydrody,F2F,3,75,T R,2:00PM,3:15PM,SURGE 108A
80545,AOE,AOE 5104,WJ Devenport,Adv Aero Hydrody,OnlineAsync,3,40,(ARR),(ARR),(ARR),00X
80548,AOE,AOE 5154,KT Lowe,Data Analysis in Fluid Dyn,F2F,3,30,T R,3:30PM,4:45PM,MCB 230
