crn,dept,course_id,instructor,title,modality,credits,capacity,days,start_time,end_time,location
84833,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,BUR 116
84834,ENGL,ENGL 1105,NC Austin,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,AA 109
84835,ENGL,ENGL 1105,T Becker,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,TORG 1000
84837,ENGL,ENGL 1105,TW Passwater,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 204
84838,ENGL,ENGL 1105,G Saeidfar,First-Year Writing,F2F,3,18,M W F,8:00AM,8:50AM,MCB 658
84839,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,BUR 116
84840,ENGL,ENGL 1105,JA Drapeau,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,WHIT 281
84841,ENGL,ENGL 1105,TW Passwater,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 204
84842,ENGL,ENGL 1105,JA Drapeau,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,WHIT 281
84843,ENGL,ENGL 1105,J Lawrence,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 212
84844,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,BUR 116
84845,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,0,M W F,8:00AM,8:50AM,BUR 116
84846,ENGL,ENGL 1105,EA Boyer,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 219
84847,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,DAV 301
84848,ENGL,ENGL 1105,A Jones,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 230
84849,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,WAL 407
84850,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,DAV 301
84851,ENGL,ENGL 1105,J Lawrence,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 210
84852,ENGL,ENGL 1105,S Lohani,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 233
84853,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,MCB 216
84854,ENGL,ENGL 1105,JD Zan,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 226
84855,ENGL,ENGL 1105,H Baker,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,MCB 219
84856,ENGL,ENGL 1105,CE Taylor,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,PAM 1002
84857,ENGL,ENGL 1105,CJ Craig,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,BUR 123A
84858,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,MCB 658
84859,ENGL,ENGL 1105,JT Truscello,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,MCB 322
84860,ENGL,ENGL 1105,SE Craig,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 210
84861,ENGL,ENGL 1105,JT Truscello,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,USLB 310
84862,ENGL,ENGL 1105,CC Correll,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,MCB 212
84863,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W,4:00PM,5:15PM,TBA
84864,ENGL,ENGL 1105,ST Bennington,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,PAM 1010
84865,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,DAV 301
84866,ENGL,ENGL 1105,JS Cohen,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,GYM 332
84867,ENGL,ENGL 1105,H Baker,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,MCB 219
84868,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,3:30PM,4:45PM,MAJWM 334
84869,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,HOLD 224
84870,ENGL,ENGL 1105,G Saeidfar,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,PAM 2001
84871,ENGL,ENGL 1105,G Saeidfar,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,PAM 1010
84872,ENGL,ENGL 1105,S Lohani,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 210
84873,ENGL,ENGL 1105,TW Passwater,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,PAM 3010
84874,ENGL,ENGL 1105,S Lohani,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,PAM 1002
84875,ENGL,ENGL 1105,JR Greene,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,TORG 1050
84876,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,DAV 301
84877,ENGL,ENGL 1105,JR Scallorns,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,PAM 2001
84878,ENGL,ENGL 1105,MS Maycock,First-Year Writing,F2F,3,20,M W,2:30PM,3:45PM,TBA
84879,ENGL,ENGL 1105,NC Austin,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 134
84880,ENGL,ENGL 1105,NC Austin,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 216
84881,ENGL,ENGL 1105,S Oakey,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,MCB 212
84882,ENGL,ENGL 1105,S Lohani,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 316
84883,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,DAV 301
84884,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,ROB 116
84885,ENGL,ENGL 1105,RJ Hooper,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,PAM 1010
84886,ENGL,ENGL 1105,A Jones,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 322
84887,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,HOLD 224
84889,ENGL,ENGL 1105,EM Brewer,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,PAM 2002
84891,ENGL,ENGL 1105,SR Conaway,First-Year Writing,F2F,3,20,T R,3:30PM,4:45PM,AA 109
84892,ENGL,ENGL 1105,ST Bennington,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 302
84893,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,TORG 3310
84894,ENGL,ENGL 1105,ST Bennington,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,PAM 1002
84895,ENGL,ENGL 1105,A Corradi,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,PAM 1010
84896,ENGL,ENGL 1105,ST Bennington,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,MCB 210
84897,ENGL,ENGL 1105,A Jones,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 226
84898,ENGL,ENGL 1105,EL Bloomer,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,PAM 2002
84899,ENGL,ENGL 1105,JA Drapeau,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,WHIT 281
84900,ENGL,ENGL 1105,JR Greene,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,TORG 1050
84901,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W,2:30PM,3:45PM,TBA
84903,ENGL,ENGL 1105,JS Cohen,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,AA 109
84904,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,HOLD 224
84905,ENGL,ENGL 1105,TW Passwater,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,PAM 1001
84906,ENGL,ENGL 1105,JR Greene,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,TORG 1050
84907,ENGL,ENGL 1105,A Corradi,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,NCB 110B
84908,ENGL,ENGL 1105,RH Canter,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 302
84909,ENGL,ENGL 1105,RH Canter,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 322
84910,ENGL,ENGL 1105,H Baker,First-Year Writing,F2F,3,20,T R,3:30PM,4:45PM,USLB 210
84911,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MAJWM 532
84912,ENGL,ENGL 1105,JD Zan,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,GYM 332
84913,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,MCB 328
84914,ENGL,ENGL 1105,A Corradi,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 216
84915,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,SEITZ 207
84916,ENGL,ENGL 1105,CC Correll,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,TBA
84917,ENGL,ENGL 1105,CJ Craig,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,BUR 123A
84918,ENGL,ENGL 1105,LN Corwin,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,USLB 210
84919,ENGL,ENGL 1105,CC Correll,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,TORG 1050
84920,ENGL,ENGL 1105,NC Austin,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,PAM 1001
84921,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,DAV 325
84922,ENGL,ENGL 1105,CC Correll,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,AA 109
84923,ENGL,ENGL 1105,G Saeidfar,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 204
84924,ENGL,ENGL 1105,CE Taylor,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 212
84925,ENGL,ENGL 1105,MS Maycock,First-Year Writing,F2F,3,20,M W,4:00PM,5:15PM,MCB 233
84926,ENGL,ENGL 1105,A Jones,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,MCB 322
84927,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,HOLD 224
84928,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,NCB 110A
84929,ENGL,ENGL 1105,CE Taylor,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,DAV 125
84930,ENGL,ENGL 1105,T Becker,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,BUR 123A
84931,ENGL,ENGL 1105,A Corradi,First-Year Writing,F2F,3,18,M W F,8:00AM,8:50AM,MCB 212
84932,ENGL,ENGL 1105,T Becker,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,BUR 123A
84933,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,0,M W F,8:00AM,8:50AM,TBA
84934,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,DAV 301
84935,ENGL,ENGL 1105,RH Canter,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 328
84936,ENGL,ENGL 1105,LN Corwin,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,MCB 329
84937,ENGL,ENGL 1105,LN Corwin,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,SHANK 360
84938,ENGL,ENGL 1105,JR Scallorns,First-Year Writing,F2F,3,18,M W F,8:00AM,8:50AM,MCB 219
84939,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,0,M W F,8:00AM,8:50AM,TBA
84940,ENGL,ENGL 1105,JA Drapeau,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,WHIT 281
84941,ENGL,ENGL 1105,RJ Hooper,First-Year Writing,F2F,3,18,M W F,9:05AM,9:55AM,MCB 658
84942,ENGL,ENGL 1105,H Baker,First-Year Writing,F2F,3,18,T R,2:00PM,3:15PM,GYM 346
84943,ENGL,ENGL 1105,AJ Hobin,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,WHIT 281
84944,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,ENGEL 219
84945,ENGL,ENGL 1105,EL Bloomer,First-Year Writing,F2F,3,18,M W F,10:10AM,11:00AM,DAV 201
84946,ENGL,ENGL 1105,SR Conaway,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,MCB 210
84947,ENGL,ENGL 1105,S Oakey,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,USLB 310
84948,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,TORG 1050
84949,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,3:30PM,4:45PM,PAM 1001
84950,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,DAV 301
84951,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,PAM 3010
84952,ENGL,ENGL 1105,RE Aitken,First-Year Writing,F2F,3,18,M W F,8:00AM,8:50AM,MCB 204
84953,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,MCB 233
84954,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 328
84955,ENGL,ENGL 1105,CE Taylor,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 322
84956,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 240
84957,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,TBA
84958,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,TBA
84959,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,TBA
84960,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,MCB 226
84961,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,TBA
84962,ENGL,ENGL 1105,T Becker,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,MCB 219
84963,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,TBA
84964,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,MAJWM 334
84965,ENGL,ENGL 1105,Staff,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,TBA
84970,ENGL,ENGL 1106,HR Patton,First-Year Writing,F2F,3,20,T R,12:30PM,1:45PM,WHIT 281
84971,ENGL,ENGL 1106,IL Johnson,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,TORG 1030
84972,ENGL,ENGL 1106,HR Patton,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,MCB 204
84973,ENGL,ENGL 1106,LA Fehr,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,BUR 116
84974,ENGL,ENGL 1106,LA Fehr,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,TBA
84975,ENGL,ENGL 1106,AK Marzolf,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,NCB 110B
84976,ENGL,ENGL 1106,JA Gibbs,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,PAM 2001
84977,ENGL,ENGL 1106,KL Hall,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,AA 109
84978,ENGL,ENGL 1106,MS Maycock,First-Year Writing,F2F,3,20,T R,3:30PM,4:45PM,MCB 302
84979,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,18,T R,12:30PM,1:45PM,GYM 346
84980,ENGL,ENGL 1106,LA Fehr,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,BUR 116
84981,ENGL,ENGL 1106,KL Hall,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,SHANK 380
84982,ENGL,ENGL 1106,JA Gibbs,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,MAJWM 532
84983,ENGL,ENGL 1106,SD Gilbert,First-Year Writing,F2F,3,20,T R,8:00AM,9:15AM,MCB 210
84984,ENGL,ENGL 1106,SJ Baker,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,ENGEL 219
84985,ENGL,ENGL 1106,HR Patton,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,WHIT 257
84986,ENGL,ENGL 1106,NA Brown,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,SHANK 180
84987,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,18,T R,12:30PM,1:45PM,GYM 345
84988,ENGL,ENGL 1106,MS Maycock,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,TBA
84989,ENGL,ENGL 1106,AK Marzolf,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,DER 1084
84990,ENGL,ENGL 1106,LA Fehr,First-Year Writing,F2F,3,20,T R,11:00AM,12:15PM,BUR 116
84991,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,18,T R,9:30AM,10:45AM,GYM 346
84992,ENGL,ENGL 1106,AK Marzolf,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,HOLD 224
84993,ENGL,ENGL 1106,NA Brown,First-Year Writing,F2F,3,20,M W F,2:30PM,3:20PM,TBA
84994,ENGL,ENGL 1106,SJ Baker,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,MCB 658
84995,ENGL,ENGL 1106,NA Brown,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,SHANK 180
84996,ENGL,ENGL 1106,AK Marzolf,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 233
84997,ENGL,ENGL 1106,KL Hall,First-Year Writing,F2F,3,20,T R,2:00PM,3:15PM,SHANK 380
84998,ENGL,ENGL 1106,NA Brown,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 230
84999,ENGL,ENGL 1106,SJ Baker,First-Year Writing,F2F,3,19,M W F,1:25PM,2:15PM,MCB 212
85000,ENGL,ENGL 1106,SD Gilbert,First-Year Writing,F2F,3,20,T R,9:30AM,10:45AM,DER 3092
91148,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,MCB 230
91149,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,MAJWM 434
91150,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,HUTCH 207
91151,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 230
91152,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 134
91153,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,PAM 1002
91154,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,DAV 125
91155,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,SAUND 408
91156,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,MCB 316
91157,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 308
91158,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,PAM 1010
91159,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,DAV 201
91160,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,USLB 210
91161,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,PAM 2002
91162,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 318
91163,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,8:00AM,8:50AM,PAM 2002
91164,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,9:05AM,9:55AM,DER 1084
91165,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,10:10AM,11:00AM,USLB 310
91166,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,11:15AM,12:05PM,PAM 2001
91167,ENGL,ENGL 1106,Staff,First-Year Writing,F2F,3,20,M W F,1:25PM,2:15PM,MCB 329
85016,ENGL,ENGL 1106,RM Allnutt,First-Year Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
85017,ENGL,ENGL 1106,RM Allnutt,First-Year Writing,OnlineAsync,3,20,(ARR),(ARR),(ARR),00X
85025,ENGL,ENGL 1504,AJ Walker,Introduction to Linguistics,F2F,3,35,M W F,1:25PM,2:15PM,ROB 101
85027,ENGL,ENGL 1514,CR Farrington,Language and Society,F2F,3,35,T R,12:30PM,1:45PM,MCB 316
85028,ENGL,ENGL 1514,CR Farrington,Language and Society,F2F,3,35,T R,3:30PM,4:45PM,MCB 316
85029,ENGL,ENGL 1514,CR Farrington,Language and Society,F2F,3,35,T R,11:00AM,12:15PM,MCB 316
85030,ENGL,ENGL 1524,AJ Walker,Language and the Mind,F2F,3,35,M W F,10:10AM,11:00AM,MCB 134
85033,ENGL,ENGL 1614,RA Weaver-Hightower,Introduction to Short Fiction,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
85034,ENGL,ENGL 1624,RH Canter,Intro to Detective Fiction,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
85036,ENGL,ENGL 1654,HR Patton,Intro to Science Fiction,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
91086,ENGL,ENGL 1654,E Waldman,Intro to Science Fiction,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
91088,ENGL,ENGL 1654,E Waldman,Intro to Science Fiction,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
85037,ENGL,ENGL 1704,SJ Baker,The Harry Potter Phenomenon,OnlineAsync,3,80,(ARR),(ARR),(ARR),00X
90827,ENGL,ENGL 2014,SR Conaway,Food Writing,F2F,3,22,T R,11:00AM,12:15PM,MCB 210
85039,ENGL,ENGL 2444,RL Phillips,Greek and Roman Myth,F2F,3,200,M W F,10:10AM,11:00AM,MCB 100
85040,ENGL,ENGL 2534,T Thompson,American Literary History,Hybrid,3,25,M W,2:30PM,3:45PM,MCB 204
85041,ENGL,ENGL 2544,AM Wadoski,British Literary History,F2F,3,25,M W F,11:15AM,12:05PM,WHIT 257
85042,ENGL,ENGL 2604,SM Knapp,Intro to Critical Reading,F2F,3,25,M W F,10:10AM,11:00AM,SHANK 370
85043,ENGL,ENGL 2604,K Hodges,Intro to Critical Reading,F2F,3,25,T R,11:00AM,12:15PM,WHIT 277
85044,ENGL,ENGL 2634,AF Kinder,Writing and Social Justice,F2F,3,22,T R,12:30PM,1:45PM,SHANK 380
85045,ENGL,ENGL 2664,JR Greene,Being Human: Lit & Human Exper,F2F,3,35,M W F,10:10AM,11:00AM,TORG 1050
85047,ENGL,ENGL 2744,JR Scallorns,Intro to Creative Writing,F2F,3,22,M W F,1:25PM,2:15PM,PAM 3001
85048,ENGL,ENGL 2744,CJ Craig,Intro to Creative Writing,F2F,3,22,M W F,11:15AM,12:05PM,BUR 123A
85049,ENGL,ENGL 2744,A Murphy,Intro to Creative Writing,F2F,3,22,M W F,9:05AM,9:55AM,PAM 2002
85050,ENGL,ENGL 2744,EL Bloomer,Intro to Creative Writing,F2F,3,22,M W F,11:15AM,12:05PM,MCB 216
85051,ENGL,ENGL 2744,A Murphy,Intro to Creative Writing,F2F,3,22,M W F,11:15AM,12:05PM,GOODW 241
85052,ENGL,ENGL 2744,A Murphy,Intro to Creative Writing,F2F,3,22,M W F,10:10AM,11:00AM,MCB 226
85053,ENGL,ENGL 2744,SR Conaway,Intro to Creative Writing,F2F,3,22,T R,9:30AM,10:45AM,PAM 2002
85054,ENGL,ENGL 2744,CJ Craig,Intro to Creative Writing,F2F,3,22,M W F,2:30PM,3:20PM,BUR 123A
85055,ENGL,ENGL 2744,JT Truscello,Intro to Creative Writing,F2F,3,22,T R,2:00PM,3:15PM,PAM 1001
85056,ENGL,ENGL 2744,JT Truscello,Intro to Creative Writing,F2F,3,22,T R,3:30PM,4:45PM,PAM 1010
85057,ENGL,ENGL 2744,EL Bloomer,Intro to Creative Writing,F2F,3,22,M W F,9:05AM,9:55AM,PAM 1001
85058,ENGL,ENGL 2744,JR Scallorns,Intro to Creative Writing,F2F,3,22,M W F,10:10AM,11:00AM,MCB 210
85059,ENGL,ENGL 2744,JA Mann,Intro to Creative Writing,F2F,3,22,T R,3:30PM,4:45PM,PAM 2002
85060,ENGL,ENGL 2744,AJ Hobin,Intro to Creative Writing,F2F,3,22,T R,9:30AM,10:45AM,MCB 210
91052,ENGL,ENGL 2744,LH Roy,Intro to Creative Writing,F2F,3,22,T R,9:30AM,10:45AM,MCB 204
91053,ENGL,ENGL 2744,LH Roy,Intro to Creative Writing,F2F,3,22,T R,11:00AM,12:15PM,MCB 302
91569,ENGL,ENGL 2744,A Murphy,Intro to Creative Writing,F2F,3,22,M W F,1:25PM,2:15PM,MCB 219
85061,ENGL,ENGL 2744,RM Allnutt,Intro to Creative Writing,OnlineSync,3,22,M W,2:30PM,3:45PM,ONLINE
90812,ENGL,ENGL 2744,RM Allnutt,Intro to Creative Writing,OnlineSync,3,22,M W,4:00PM,5:15PM,ONLINE
85062,ENGL,ENGL 2814,RJ Hooper,Writing for Podcasts,F2F,3,22,M W F,1:25PM,2:15PM,PAM 2028
90995,ENGL,ENGL 2814,RJ Hooper,Writing for Podcasts,F2F,3,22,M W F,11:15AM,12:05PM,ROB 103
85063,ENGL,ENGL 2844,SE Craig,Intro to Prof & Tech Writing,F2F,3,22,M W F,10:10AM,11:00AM,SHANK 360
85064,ENGL,ENGL 2844,JM Dubinsky,Intro to Prof & Tech Writing,F2F,3,22,T R,12:30PM,1:45PM,SHANK 360
90875,ENGL,ENGL 3024,Z Ni,Religion and Literature,F2F,3,30,M W F,9:05AM,9:55AM,MCB 233
85068,ENGL,ENGL 3144,K Carmichael,Language & Ethnicity in the US,F2F,3,25,T R,2:00PM,3:15PM,MAJWM 334
85069,ENGL,ENGL 3144,K Carmichael,Language & Ethnicity in the US,F2F,3,25,T R,3:30PM,4:45PM,TBA
85070,ENGL,ENGL 3154,JL Mengert,"Literature, Medicine & Culture",F2F,3,32,T R,12:30PM,1:45PM,MCB 226
85072,ENGL,ENGL 3315,AJ Hobin,Playwriting,F2F,3,22,T R,12:30PM,1:45PM,GYM 332
85073,ENGL,ENGL 3324,AM Wadoski,Acts of Interpretation,F2F,3,25,M W F,10:10AM,11:00AM,WHIT 257
