crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
87628,ME-5994,Research and Thesis,R,,1 TO 19,999,BY Lattimer,(ARR),----- (ARR) -----,TBA,00X,
87629,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87630,ME-5994,Research and Thesis,R,,1 TO 19,10,S Li,(ARR),----- (ARR) -----,TBA,00X,
87631,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87632,ME-5994,Research and Thesis,R,,1 TO 19,10,Z Li,(ARR),----- (ARR) -----,TBA,00X,
87633,ME-5994,Research and Thesis,R,,1 TO 19,10,Y Liu,(ARR),----- (ARR) -----,TBA,00X,
87634,ME-5994,Research and Thesis,R,,1 TO 19,10,DP Losey,(ARR),----- (ARR) -----,TBA,00X,
87635,ME-5994,Research and Thesis,R,,1 TO 19,9999,RL Mahajan,(ARR),----- (ARR) -----,TBA,00X,
87636,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87637,ME-5994,Research and Thesis,R,,1 TO 19,10,J Meadows,(ARR),----- (ARR) -----,TBA,00X,
87638,ME-5994,Research and Thesis,R,,1 TO 19,10,S Gugercin,(ARR),----- (ARR) -----,TBA,00X,
87639,ME-5994,Research and Thesis,R,,1 TO 19,10,KT Lowe,(ARR),----- (ARR) -----,TBA,00X,
87640,ME-5994,Research and Thesis,R,,1 TO 19,99,RL West,(ARR),----- (ARR) -----,TBA,00X,
87641,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87642,ME-5994,Research and Thesis,R,,1 TO 19,99,CB Williams,(ARR),----- (ARR) -----,TBA,00X,
87643,ME-5994,Research and Thesis,R,,1 TO 19,99,J Zhang,(ARR),----- (ARR) -----,TBA,00X,
87644,ME-5994,Research and Thesis,R,,1 TO 19,10,DK Tafti,(ARR),----- (ARR) -----,TBA,00X,
87645,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87646,ME-5994,Research and Thesis,R,,1 TO 19,99,NT Abaid,(ARR),----- (ARR) -----,TBA,00X,
87647,ME-5994,Research and Thesis,R,,1 TO 19,999,M Agah,(ARR),----- (ARR) -----,TBA,00X,
87648,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87649,ME-5994,Research and Thesis,R,,1 TO 19,10,GD Seidel,(ARR),----- (ARR) -----,TBA,00X,
87650,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87651,ME-5994,Research and Thesis,R,,1 TO 19,9999,J Socha,(ARR),----- (ARR) -----,TBA,00X,
87652,ME-5994,Research and Thesis,R,,1 TO 19,9999,MA Stremler,(ARR),----- (ARR) -----,TBA,00X,
87653,ME-5994,Research and Thesis,R,,1 TO 19,10,J Cheng,(ARR),----- (ARR) -----,TBA,00X,
87654,ME-5994,Research and Thesis,R,,1 TO 19,10,H Seyyedhasani,(ARR),----- (ARR) -----,TBA,00X,
87655,ME-5994,Research and Thesis,R,,1 TO 19,99,MW Ellis,(ARR),----- (ARR) -----,TBA,00X,
87656,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87657,ME-5994,Research and Thesis,R,,1 TO 19,9999,RM Queen,(ARR),----- (ARR) -----,TBA,00X,
87658,ME-5994,Research and Thesis,R,,1 TO 19,9999,JL Robertson,(ARR),----- (ARR) -----,TBA,00X,
87659,ME-5994,Research and Thesis,R,,1 TO 19,10,SD Ross,(ARR),----- (ARR) -----,TBA,00X,
87660,ME-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87661,ME-5994,Research and Thesis,R,,1 TO 19,10,R Mueller,(ARR),----- (ARR) -----,TBA,00X,
87662,ME-5994,Research and Thesis,R,,1 TO 19,10,A Nain,(ARR),----- (ARR) -----,TBA,00X,
87663,ME-5994,Research and Thesis,R,,1 TO 19,10,NM Naughton,(ARR),----- (ARR) -----,TBA,00X,
87664,ME-5994,Research and Thesis,R,,1 TO 19,10,WF Ng,(ARR),----- (ARR) -----,TBA,00X,
87665,ME-5994,Research and Thesis,R,,1 TO 19,10,AL Wicks,(ARR),----- (ARR) -----,TBA,00X,
87666,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87667,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87668,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87669,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87670,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87671,ME-5994,Research and Thesis,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87681,ME-7994,Research and Dissertation,R,,1 TO 19,99,SW Case,(ARR),----- (ARR) -----,TBA,00X,
87682,ME-7994,Research and Dissertation,R,,1 TO 19,5,S Cheng,(ARR),----- (ARR) -----,TBA,00X,
87683,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87684,ME-7994,Research and Dissertation,R,,1 TO 19,9,R De Vita,(ARR),----- (ARR) -----,TBA,00X,
87685,ME-7994,Research and Dissertation,R,,1 TO 19,10,WJ Devenport,(ARR),----- (ARR) -----,TBA,00X,
87686,ME-7994,Research and Dissertation,R,,1 TO 19,10,DA Dillard,(ARR),----- (ARR) -----,TBA,00X,
87687,ME-7994,Research and Dissertation,R,,1 TO 19,9,SM Duma,(ARR),----- (ARR) -----,TBA,00X,
87688,ME-7994,Research and Dissertation,R,,1 TO 19,10,H Seyyedhasani,(ARR),----- (ARR) -----,TBA,00X,
87689,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87690,ME-7994,Research and Dissertation,R,,1 TO 19,3,CM Son,(ARR),----- (ARR) -----,TBA,00X,
87691,ME-7994,Research and Dissertation,R,,1 TO 19,5,SC Southward,(ARR),----- (ARR) -----,TBA,00X,
87692,ME-7994,Research and Dissertation,R,,1 TO 19,999,DK Tafti,(ARR),----- (ARR) -----,TBA,00X,
87693,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87694,ME-7994,Research and Dissertation,R,,1 TO 19,999,S Gugercin,(ARR),----- (ARR) -----,TBA,00X,
87695,ME-7994,Research and Dissertation,R,,1 TO 19,10,KT Lowe,(ARR),----- (ARR) -----,TBA,00X,
87696,ME-7994,Research and Dissertation,R,,1 TO 19,10,MA Nussbaum,(ARR),----- (ARR) -----,TBA,00X,
87697,ME-7994,Research and Dissertation,R,,1 TO 19,999,RM Queen,(ARR),----- (ARR) -----,TBA,00X,
87698,ME-7994,Research and Dissertation,R,,1 TO 19,99,JL Robertson,(ARR),----- (ARR) -----,TBA,00X,
87699,ME-7994,Research and Dissertation,R,,1 TO 19,10,SD Ross,(ARR),----- (ARR) -----,TBA,00X,
87700,ME-7994,Research and Dissertation,R,,1 TO 19,5,R Sarlo,(ARR),----- (ARR) -----,TBA,00X,
87701,ME-7994,Research and Dissertation,R,,1 TO 19,999,P Acar,(ARR),----- (ARR) -----,TBA,00X,
87702,ME-7994,Research and Dissertation,R,,1 TO 19,999,M Ahmadian,(ARR),----- (ARR) -----,TBA,00X,
87703,ME-7994,Research and Dissertation,R,,1 TO 19,999,K Akbari Hamed,(ARR),----- (ARR) -----,TBA,00X,
87704,ME-7994,Research and Dissertation,R,,1 TO 19,999,AT Asbeck,(ARR),----- (ARR) -----,TBA,00X,
87705,ME-7994,Research and Dissertation,R,,1 TO 19,999,O Barry,(ARR),----- (ARR) -----,TBA,00X,
87706,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87707,ME-7994,Research and Dissertation,R,,1 TO 19,99,MR Paul,(ARR),----- (ARR) -----,TBA,00X,
87708,ME-7994,Research and Dissertation,R,,1 TO 19,10,ST Huxtable,(ARR),----- (ARR) -----,TBA,00X,
87709,ME-7994,Research and Dissertation,R,,1 TO 19,10,DP Losey,(ARR),----- (ARR) -----,TBA,00X,
87710,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87711,ME-7994,Research and Dissertation,R,,1 TO 19,10,Z Li,(ARR),----- (ARR) -----,TBA,00X,
87712,ME-7994,Research and Dissertation,R,,1 TO 19,10,Y Liu,(ARR),----- (ARR) -----,TBA,00X,
87713,ME-7994,Research and Dissertation,R,,1 TO 19,10,S Li,(ARR),----- (ARR) -----,TBA,00X,
87714,ME-7994,Research and Dissertation,R,,1 TO 19,999,RL Mahajan,(ARR),----- (ARR) -----,TBA,00X,
87715,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87716,ME-7994,Research and Dissertation,R,,1 TO 19,999,J Meadows,(ARR),----- (ARR) -----,TBA,00X,
87717,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87718,ME-7994,Research and Dissertation,R,,1 TO 19,999,R Mueller,(ARR),----- (ARR) -----,TBA,00X,
87719,ME-7994,Research and Dissertation,R,,1 TO 19,999,A Nain,(ARR),----- (ARR) -----,TBA,00X,
87720,ME-7994,Research and Dissertation,R,,1 TO 19,10,NM Naughton,(ARR),----- (ARR) -----,TBA,00X,
87721,ME-7994,Research and Dissertation,R,,1 TO 19,45,WF Ng,(ARR),----- (ARR) -----,TBA,00X,
87722,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87723,ME-7994,Research and Dissertation,R,,1 TO 19,10,AJ Kurdila,(ARR),----- (ARR) -----,TBA,00X,
87724,ME-7994,Research and Dissertation,R,,1 TO 19,10,BY Lattimer,(ARR),----- (ARR) -----,TBA,00X,
87725,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87726,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87727,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87728,ME-7994,Research and Dissertation,R,,1 TO 19,999,CA Woolsey,(ARR),----- (ARR) -----,TBA,00X,
87729,ME-7994,Research and Dissertation,R,,1 TO 19,5,A L'Afflitto,(ARR),----- (ARR) -----,TBA,00X,
87730,ME-7994,Research and Dissertation,R,,1 TO 19,9999,M Agah,(ARR),----- (ARR) -----,TBA,00X,
87731,ME-7994,Research and Dissertation,R,,1 TO 19,999,D Bairaktarova,(ARR),----- (ARR) -----,TBA,00X,
87732,ME-7994,Research and Dissertation,R,,1 TO 19,9999,RC Batra,(ARR),----- (ARR) -----,TBA,00X,
87733,ME-7994,Research and Dissertation,R,,1 TO 19,5,BR Brand,(ARR),----- (ARR) -----,TBA,00X,
87734,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87735,ME-7994,Research and Dissertation,R,,1 TO 19,10,AL Wicks,(ARR),----- (ARR) -----,TBA,00X,
87736,ME-7994,Research and Dissertation,R,,1 TO 19,99,CB Williams,(ARR),----- (ARR) -----,TBA,00X,
87737,ME-7994,Research and Dissertation,R,,1 TO 19,99,J Zhang,(ARR),----- (ARR) -----,TBA,00X,
87738,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87739,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87740,ME-7994,Research and Dissertation,R,,1 TO 19,10,NT Abaid,(ARR),----- (ARR) -----,TBA,00X,
87741,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87742,ME-7994,Research and Dissertation,R,,1 TO 19,9999,JB Ferris,(ARR),----- (ARR) -----,TBA,00X,
87743,ME-7994,Research and Dissertation,R,,1 TO 19,9999,CR Fuller,(ARR),----- (ARR) -----,TBA,00X,
87744,ME-7994,Research and Dissertation,R,,1 TO 19,9999,A Haghighat,(ARR),----- (ARR) -----,TBA,00X,
87745,ME-7994,Research and Dissertation,R,,1 TO 19,10,WN Hardy,(ARR),----- (ARR) -----,TBA,00X,
87746,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87747,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87748,ME-7994,Research and Dissertation,R,,1 TO 19,999,R Pitchumani,(ARR),----- (ARR) -----,TBA,00X,
87749,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87750,ME-7994,Research and Dissertation,R,,1 TO 19,999,R Qiao,(ARR),----- (ARR) -----,TBA,00X,
87751,ME-7994,Research and Dissertation,R,,1 TO 19,99,JR Grohs,(ARR),----- (ARR) -----,TBA,00X,
87752,ME-7994,Research and Dissertation,R,,1 TO 19,10,B Raeymaekers,(ARR),----- (ARR) -----,TBA,00X,
87753,ME-7994,Research and Dissertation,R,,1 TO 19,999,C Sandu,(ARR),----- (ARR) -----,TBA,00X,
87754,ME-7994,Research and Dissertation,R,,1 TO 19,5,S Shahab,(ARR),----- (ARR) -----,TBA,00X,
87755,ME-7994,Research and Dissertation,R,,1 TO 19,10,MW Ellis,(ARR),----- (ARR) -----,TBA,00X,
87756,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87757,ME-7994,Research and Dissertation,R,,1 TO 19,999,GD Seidel,(ARR),----- (ARR) -----,TBA,00X,
87758,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87759,ME-7994,Research and Dissertation,R,,1 TO 19,10,J Socha,(ARR),----- (ARR) -----,TBA,00X,
87760,ME-7994,Research and Dissertation,R,,1 TO 19,10,MA Stremler,(ARR),----- (ARR) -----,TBA,00X,
87761,ME-7994,Research and Dissertation,R,,1 TO 19,9999,CD Untaroiu,(ARR),----- (ARR) -----,TBA,00X,
87762,ME-7994,Research and Dissertation,R,,1 TO 19,999,S Taheri,(ARR),----- (ARR) -----,TBA,00X,
87763,ME-7994,Research and Dissertation,R,,1 TO 19,10,Z Tian,(ARR),----- (ARR) -----,TBA,00X,
87764,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87765,ME-7994,Research and Dissertation,R,,1 TO 19,10,B Behkam,(ARR),----- (ARR) -----,TBA,00X,
87766,ME-7994,Research and Dissertation,R,,1 TO 19,10,P Ben-Tzvi,(ARR),----- (ARR) -----,TBA,00X,
87767,ME-7994,Research and Dissertation,R,,1 TO 19,999,JH Bohn,(ARR),----- (ARR) -----,TBA,00X,
87768,ME-7994,Research and Dissertation,R,,1 TO 19,999,JB Boreyko,(ARR),----- (ARR) -----,TBA,00X,
87769,ME-7994,Research and Dissertation,R,,1 TO 19,10,MD Bartlett,(ARR),----- (ARR) -----,TBA,00X,
87770,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87771,ME-7994,Research and Dissertation,R,,1 TO 19,999,J Cheng,(ARR),----- (ARR) -----,TBA,00X,
87772,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87773,ME-7994,Research and Dissertation,R,,1 TO 19,10,S Kale,(ARR),----- (ARR) -----,TBA,00X,
87774,ME-7994,Research and Dissertation,R,,1 TO 19,9999,ME Kasarda,(ARR),----- (ARR) -----,TBA,00X,
87775,ME-7994,Research and Dissertation,R,,1 TO 19,10,KB Kochersberger,(ARR),----- (ARR) -----,TBA,00X,
87776,ME-7994,Research and Dissertation,R,,1 TO 19,10,E Komendera,(ARR),----- (ARR) -----,TBA,00X,
87777,ME-7994,Research and Dissertation,R,,1 TO 19,999,A Untaroiu,(ARR),----- (ARR) -----,TBA,00X,
87778,ME-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
87779,ME-7994,Research and Dissertation,R,,1 TO 19,999,MR von Spakovsky,(ARR),----- (ARR) -----,TBA,00X,
87780,ME-7994,Research and Dissertation,R,,1 TO 19,9999,RL West,(ARR),----- (ARR) -----,TBA,00X,
87781,ME-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87782,ME-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87783,ME-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87784,ME-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87785,ME-7994,Research and Dissertation,ONLINE COURSE - VR,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,ONLINE,00X,
87796,MGT-1064,Entrepreneurs Residence Exp,L,Face-to-Face Instruction,3,70,Staff,M W,5:30PM,6:20PM,NCB 270,17M
,,,,* Additional Times *,F,2:30PM,3:20PM,NCB 250,,,,
87797,MGT-1064,Entrepreneurs Residence Exp,L,Face-to-Face Instruction,3,71,Staff,M W,4:00PM,5:15PM,DDS 155,16M
,,,,* Additional Times *,F,2:30PM,3:20PM,NCB 270,,,,
87798,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,RA Poff,M W F,1:25PM,2:15PM,PAM 32,13M
87799,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,KD Clark,M W F,12:20PM,1:10PM,PAM 31,12M
87800,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,Staff,M W F,9:05AM,9:55AM,GOODW 125,09M
87801,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,Staff,M W F,12:20PM,1:10PM,NCB 250,12M
87802,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,K Slagel,M W F,10:10AM,11:00AM,PAM 32,10M
87803,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,K Slagel,M W F,11:15AM,12:05PM,NCB 250,11M
87804,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,CD Hopkins,M W F,11:15AM,12:05PM,SEITZ 300,11M
87805,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,CD Hopkins,M W F,10:10AM,11:00AM,SEITZ 300,10M
87806,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,RA Poff,M W F,12:20PM,1:10PM,PAM 32,12M
87807,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,Staff,M W F,1:25PM,2:15PM,PAM 31,13M
87808,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,Staff,M W F,9:05AM,9:55AM,SURGE 108A,09M
87809,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,CL Boyette,M W F,11:15AM,12:05PM,LITRV 1860,11M
87810,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,Staff,M W F,9:05AM,9:55AM,LITRV 1860,09M
87811,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,RA Waters,M W F,11:15AM,12:05PM,PAM 32,11M
87812,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,RA Waters,M W F,10:10AM,11:00AM,MCB 129,10M
87813,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,E Simpson,M W F,10:10AM,11:00AM,DDS 180,10M
87814,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,E Simpson,M W F,9:05AM,9:55AM,PAM 32,09M
87815,MGT-1104,Foundations of Business,L,Face-to-Face Instruction,3,64,CL Boyette,M W F,10:10AM,11:00AM,PAM 31,10M
87816,MGT-1104,Foundations of Business,ONLINE COURSE - VL,Online: Asynchronous,3,20,RA Poff,(ARR),----- (ARR) -----,ONLINE,00X,
87817,MGT-1935,Fund of Cadet Prof Leadership,L,Face-to-Face Instruction,2,50,S Fleenor,T,11:00AM,11:50AM,CLMS 170,11T
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87818,MGT-1935,Fund of Cadet Prof Leadership,L,Face-to-Face Instruction,2,50,S Fleenor,W,11:15AM,12:05PM,CLMS 170,11W
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87819,MGT-1935,Fund of Cadet Prof Leadership,L,Face-to-Face Instruction,2,0,S Fleenor,M,1:25PM,2:15PM,CLMS 170,13M
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87820,MGT-1935,Fund of Cadet Prof Leadership,L,Face-to-Face Instruction,2,50,S Fleenor,M,8:00AM,8:50AM,CLMS 170,08M
,,,,* Additional Times *,(ARR),----- (ARR) -----,TBA,,,,,
87821,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,0,JP McGrath,M,11:15AM,12:05PM,CLMS 270,11M
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87822,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,M,2:30PM,3:20PM,CLMS 270,14M
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87823,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,T,9:30AM,10:20AM,CLMS 170,09T
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87824,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,W,10:10AM,11:00AM,CLMS 170,10W
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87825,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,W,12:20PM,1:10PM,CLMS 170,12W
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87826,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,R,11:00AM,11:50AM,CLMS 170,11R
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87827,MGT-1945,Fundamentals of Cadet Ldrshp,L,Face-to-Face Instruction,2,70,JP McGrath,R,12:30PM,1:20PM,CLMS 170,12R
,,,,* Additional Times *,R,3:30PM,4:45PM,GLCDB 64,,,,
87829,MGT-1945,Fundamentals of Cadet Ldrshp,ONLINE COURSE - VL,Online: Asynchronous,2,0,JP McGrath,(ARR),----- (ARR) -----,ONLINE,00X,
87830,MGT-2064,Foundations Entrepreneurship,L,Face-to-Face Instruction,3,75,Staff,M W,5:30PM,6:45PM,DDS 130,17M
87831,MGT-2064,Foundations Entrepreneurship,L,Face-to-Face Instruction,3,75,Staff,M W,2:30PM,3:45PM,DDS 130,14M
87832,MGT-2064,Foundations Entrepreneurship,L,Face-to-Face Instruction,3,100,Staff,M W,2:30PM,3:45PM,HITT 340,14M
87833,MGT-2064,Foundations Entrepreneurship,L,Face-to-Face Instruction,3,100,Staff,M W,4:00PM,5:15PM,PAM 30,16M
90621,MGT-2064,Foundations Entrepreneurship,L,Face-to-Face Instruction,3,75,Staff,M W,4:00PM,5:15PM,NCB 360,16M
87834,MGT-2104,Careers in Management,L,Face-to-Face Instruction,1,120,LT Raschke,R,12:30PM,1:45PM,DDS 130,00X
87835,MGT-2114,Principles of Project Mgt,L,Face-to-Face Instruction,3,55,DJ Williamson,M W,4:00PM,5:15PM,USLB 410,16M
87836,MGT-2114,Principles of Project Mgt,L,Face-to-Face Instruction,3,40,DJ Williamson,T R,2:00PM,3:15PM,SMYTH 232,14T
87837,MGT-2114,Principles of Project Mgt,L,Face-to-Face Instruction,3,56,CD Hopkins,M W,2:30PM,3:45PM,USLB 110,14M
87838,MGT-2204,Global Business of Pop Culture,L,Face-to-Face Instruction,3,50,EC Jamison,T R,2:00PM,3:15PM,ROB 105,14T
90632,MGT-2204,Global Business of Pop Culture,L,Face-to-Face Instruction,3,40,EC Jamison,T R,9:30AM,10:45AM,USLB 212,09T
87839,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,94,Staff,T R,8:00AM,9:15AM,PAM 2030,08T
87840,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,94,LT Raschke,T R,9:30AM,10:45AM,PAM 2030,09T
87841,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,94,LT Raschke,T R,11:00AM,12:15PM,PAM 2030,11T
87844,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,100,SL Feigenbaum,M W F,1:25PM,2:15PM,GLCDB 64,13M
87847,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,100,SL Feigenbaum,M W F,1:25PM,2:15PM,GLCDB 64,13M
91341,MGT-2314,Intro International Business,L,Face-to-Face Instruction,3,100,SL Feigenbaum,M W F,1:25PM,2:15PM,GLCDB 64,13M
87842,MGT-2314,Intro International Business,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,100,M Singal,M W,4:00PM,5:15PM,ONLINE,16M
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
87843,MGT-2314,Intro International Business,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,135,AL Beleny,M W,2:30PM,3:45PM,ONLINE,14M
87845,MGT-2314,Intro International Business,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,100,M Singal,M W,4:00PM,5:15PM,ONLINE,16M
87846,MGT-2314,Intro International Business,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,100,M Singal,M W,4:00PM,5:15PM,ONLINE,16M
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
87848,MGT-2354,"Teams, Leadership, & Business",L,Face-to-Face Instruction,3,52,JD Roark,T R,5:00PM,6:15PM,PAM 2003,17T
90607,MGT-2504,Sustainable Business Mgt,L,Face-to-Face Instruction,3,50,Staff,T R,2:00PM,3:15PM,AA 7,14T
87849,MGT-2614,Foundations of MCA,L,Face-to-Face Instruction,3,55,DJ Williamson,T R,3:30PM,4:45PM,AA 7,15T
87850,MGT-2935,Career Planning for Cadets,L,Face-to-Face Instruction,2,50,S Fleenor,M,12:20PM,1:10PM,CLMS 170,12M
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87851,MGT-2935,Career Planning for Cadets,L,Face-to-Face Instruction,2,50,S Fleenor,R,9:30AM,10:20AM,CLMS 170,09R
,,,,* Additional Times *,T,3:30PM,4:45PM,GLCDB 64,,,,
87852,MGT-2945,Small Unit Lrdshp for Cadets,L,Face-to-Face Instruction,1,125,TH Sheets,W,2:30PM,3:20PM,ROB 210,00X
87853,MGT-2945,Small Unit Lrdshp for Cadets,L,Face-to-Face Instruction,1,125,CJ Alia,R,9:30AM,10:20AM,HITT 338,00X
